,Case Number,Date,Year,Country,Area,Location,Sex ,Age,Activity,Time_int,Time_cat,Fatal,Species
2831,1986.00.00,,1986.0,USA,California,"Linda Mar Beach, Pedro Point, San Mateo County",M,16,surfing,13,,N,Uncomfirmed Species
2832,1985.12.22,1985-12-22,1985.0,SOUTH AFRICA,KwaZulu-Natal,Garvies Beach,M,,surfing,,,N,Uncomfirmed Species
2833,1985.12.10,1985-12-10,1985.0,USA,North Carolina,New Hanover County,M,,others,,,N,Tiger Shark
2834,1985.11.11,1985-11-11,1985.0,AUSTRALIA,Queensland,Gladstone,M,,fishing,,afternoon,N,Uncomfirmed Species
2835,1985.11.05,1985-11-05,1985.0,USA,California,"Southeast Farallon Island, Farallon Islands",,,sailing,,,N,White Shark
2836,1985.11.03,1985-11-03,1985.0,USA,California,5 miles south of Redondo Beach,M,24,fishing,,,N,Uncomfirmed Species
2837,1985.10.24,1985-10-24,1985.0,SOUTH AFRICA,Eastern Cape Province,East London,M,22,surfing,08,,N,White Shark
2838,1985.10.22,1985-10-22,1985.0,USA,California,"Point Conception, Santa Barbara County",M,46,swimming,16,,N,Uncomfirmed Species
2839,1985.10.18,1985-10-18,1985.0,USA,Hawaii,"Little Glass Shacks, Princeville, Kaua'i",M,33,surfing,,,N,Tiger Shark
2840,1985.10.12,1985-10-12,1985.0,USA,Hawaii,"Barbers Point, O'ahu",M,24,swimming,,,N,Uncomfirmed Species
2841,1985.10.05,1985-10-05,1985.0,USA,Alabama,"Gulf Shores, Baldwin County",M,,fishing,,,N,Uncomfirmed Species
2842,1985.09.28,1985-09-28,1985.0,USA,California,"Elephant Rock near Tomales Point, Marin County",M,,swimming,,,N,White Shark
2843,1985.09.08.b,1985-09-08,1985.0,SOUTH AFRICA,KwaZulu-Natal,T.O. Strand,M,21,swimming,,,,Uncomfirmed Species
2844,1985.09.08.a,1985-09-08,1985.0,USA,Florida,"Palm Beach, Palm Beach County",M,,swimming,15,,N,Uncomfirmed Species
2845,1985.09.05,1985-09-05,1985.0,USA,Florida,"Fort Pierce Inlet, St Lucie County",M,17,swimming,,afternoon,,No shark involved
2846,1985.08.22,1985-08-22,1985.0,USA,South Carolina,"Palmetto Dunes, Hilton Head, Beaufort County",M,87,swimming,,,N,Uncomfirmed Species
2847,1985.08.20,1985-08-20,1985.0,USA,Florida,"New Smyrna Beach, Volusia County",M,11,swimming,13,,,Uncomfirmed Species
2848,1985.08.17,1985-08-17,1985.0,USA,Florida,"Bayport, Hernando County",M,67,swimming,10,,,Uncomfirmed Species
2849,1985.07.25.b,1985-07-25,1985.0,USA,Florida,"Daytona Beach, Volusia County",F,13,swimming,17,,N,Hammerhead Shark
2850,1985.07.25.a,1985-07-25,1985.0,USA,Florida,"New Smyrna Beach, Volusia County",M,15,surfing,10,,N,Uncomfirmed Species
2851,1985.07.21,1985-07-21,1985.0,USA,California,"Off Shelter Cover (between Fort Bragg & Eureka), Humboldt County",,,fishing,,,N,White Shark
2852,1985.07.19,1985-07-19,1985.0,USA,South Carolina,"Folly Beach, Charleston County",F,10,swimming,,,N,Tiger Shark
2853,1985.07.00,,1985.0,ITALY,Sicily,Punta Secca,M,13,swimming,16,,N,White Shark
2854,1985.05.26,1985-05-26,1985.0,USA,California,"Long Beach, Los Angeles County",M,,surfing,,,N,Uncomfirmed Species
2855,1985.05.08,1985-05-08,1985.0,SOUTH AFRICA,KwaZulu-Natal,Umdhloti,M,39,fishing,,,N,Uncomfirmed Species
2856,1985.03.16,1985-03-16,1985.0,USA,Florida,"Palm Beach, Palm Beach County",M,25,surfing,,,N,Uncomfirmed Species
2857,1985.03.03,1985-03-03,1985.0,AUSTRALIA,South Australia,"Wisemans Beach, Peake Bay, Port Lincoln",F,33,swimming,12,,Y,White Shark
2858,1985.02.18,1985-02-18,1985.0,USA,California,"San Miguel Island, Santa Barbara County",M,29,swimming,12,,N,White Shark
2859,1985.02.03,1985-02-03,1985.0,USA,Florida,"15 miles north of Sebastian Inlet, Brevard County",M,16,surfing,,afternoon,N,Uncomfirmed Species
2860,1985.01.27,1985-01-27,1985.0,SOUTH AFRICA,Western Cape Province,Struisbaai,M,15,swimming,18,,N,Uncomfirmed Species
2861,1985.01.18,1985-01-18,1985.0,SOUTH AFRICA,KwaZulu-Natal,Umzimkulu,M,,others,,,,Uncomfirmed Species
2862,1985.01.17,1985-01-17,1985.0,SOUTH AFRICA,KwaZulu-Natal,Umbogintwini,M,18,surfing,18,,N,White Shark
2863,1985.01.16,1985-01-16,1985.0,NEW ZEALAND,South Island,Christchurch,,,swimming,,,N,Uncomfirmed Species
2864,1985.01.04,1985-01-04,1985.0,SOUTH AFRICA,Western Cape Province,"Buffels Bay, False Bay",M,34,fishing,11,,N,White Shark
2865,1985.01.00.b,,1985.0,NEW CALEDONIA,South Province,Amedee Island,,,fishing,,,N,Tiger Shark
2866,1985.01.00.a,,1985.0,SOUTH AFRICA,KwaZulu-Natal,Salt Rock,M,20,fishing,11,,N,Uncomfirmed Species
2867,1985.00.00.f,,1985.0,VANUATU,Malampa Province,"Port Sandwich Bay, Lamap, Malakula",M,,others,,,Y,Uncomfirmed Species
2868,1985.00.00.a,,1985.0,IRAN,,"Ramin, near Ahvaz",M,,fishing,,,Y,Bull Shark
2869,1984.12.03,1984-12-03,1984.0,ITALY,Tyrrhenian Sea,"Marciana Marina, Isola d'Elba",,,sailing,,,N,White Shark
2870,1984.11.30,1984-11-30,1984.0,AUSTRALIA,Queensland,1 km off Black's Beach,M,16,swimming,12,,Y,Tiger Shark
2871,1984.11.11,1984-11-11,1984.0,USA,Florida,"Jupiter Island Beach, Martin County",M,13,surfing,,,N,Uncomfirmed Species
2872,1984.11.04,1984-11-04,1984.0,USA,Florida,"Fowey Rock, Key Biscayne",M,29,fishing,,,N,Uncomfirmed Species
2873,1984.10.21.b,1984-10-21,1984.0,USA,Florida,"Wabasso Beach, Indian River County",M,22,swimming,14,,,Uncomfirmed Species
2874,1984.10.21,1984-10-21,1984.0,USA,Florida,"3 miles south of Sebastian Inlet State Park, Indian River County",F,23,surfing,13,,N,Uncomfirmed Species
2875,1984.10.17,1984-10-17,1984.0,USA,Florida,"Boynton Beach, Palm Beach County",F,77,swimming,12,,,Uncomfirmed Species
2876,1984.10.14.a,1984-10-14,1984.0,USA,Florida,"Bob Graham Beach, Martin County",M,15,surfing,15,,N,Uncomfirmed Species
2877,1984.09.30.b,1984-09-30,1984.0,USA,Oregon,"""Turnaround"", Cape Kiwanda, Tillamook County",M,25,surfing,15,,N,White Shark
2878,1984.09.30.a,1984-09-30,1984.0,USA,California,"Tomales Point, Marin County",M,,swimming,10,,N,White Shark
2879,1984.09.23,1984-09-23,1984.0,USA,Florida,Volusia County,M,17,surfing,14,,N,Uncomfirmed Species
2880,1984.09.22.b,1984-09-22,1984.0,USA,Florida,,M,,swimming,,,N,Uncomfirmed Species
2881,1984.09.22.a,1984-09-22,1984.0,USA,Florida,"Indiatlantic, Brevard County",M,16,surfing,,morning,N,Hammerhead Shark
2882,1984.09.19,1984-09-19,1984.0,USA,Florida,Volusia County,,,swimming,,,,Uncomfirmed Species
2883,1984.09.17,1984-09-17,1984.0,USA,California,"Mission Beach, San Diego County",M,,swimming,15,,N,Uncomfirmed Species
2884,1984.09.15,1984-09-15,1984.0,USA,California,"Pigeon Point, San Mateo County",M,28,swimming,08,,Y,White Shark
2885,1984.09.11,1984-09-11,1984.0,MEXICO,Baja California,Guadalupe Island,M,,fishing,17,,N,White Shark
2886,1984.08.24,1984-08-24,1984.0,USA,Florida,"Off Crystal River, Citrus County",F,31,sailing,,,,No shark involved
2887,1984.08.07,1984-08-07,1984.0,INDONESIA,,Bali,M,,sailing,,,Y,Uncomfirmed Species
2888,1984.07.24.b,1984-07-24,1984.0,USA,Texas,South Padre Island,F,13,swimming,14,,N,Uncomfirmed Species
2889,1984.07.24.a,1984-07-24,1984.0,USA,Texas,South Padre Island,F,18,swimming,12,,N,Uncomfirmed Species
2890,1984.07.22,1984-07-22,1984.0,SOUTH AFRICA,Western Cape Province,Cape Point,M,21,fishing,11,,,Uncomfirmed Species
2891,1984.07.01,1984-07-01,1984.0,USA,Florida,,M,30,swimming,18,,N,Uncomfirmed Species
2892,1984.07.00.a,,1984.0,SOUTH AFRICA,KwaZulu-Natal,Sodwana,M,,fishing,,,N,Uncomfirmed Species
2893,1984.06.15,1984-06-15,1984.0,SOUTH AFRICA,Western Cape Province,"Muizenberg, False Bay",M,27,surfing,17,,N,White Shark
